Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_Uncapped,Attrition_Numeric,Age_Group,Tenure_Group,Cluster,Persona,PCA1,PCA2
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523.0,Upto 5k,19299,0,No,14,3,3,1,3,2,3,2,1,2,1.0,2523,0,18-25,0-2 Yrs,0,Junior Core,-2.4927,0.0808
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323.0,Upto 5k,11992,1,No,24,4,1,2,2,6,3,2,2,2,2.0,2323,0,18-25,0-2 Yrs,0,Junior Core,-2.4762,0.6108
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,Upto 5k,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,3.0,2328,0,18-25,3-5 Yrs,0,Junior Core,-2.1411,0.676
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244.0,Upto 5k,24440,1,No,13,3,4,1,2,1,3,2,1,1,2.0,2244,0,18-25,0-2 Yrs,0,Junior Core,-2.4874,0.4697
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894.0,Upto 5k,9129,5,No,16,3,3,0,4,3,3,2,2,1,2.0,3894,1,18-25,0-2 Yrs,0,Junior Core,-2.1992,0.2125
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773.0,Upto 5k,12145,0,No,20,4,4,0,3,3,3,2,2,2,2.0,2773,0,18-25,0-2 Yrs,0,Junior Core,-2.3744,0.3308
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,4775.0,Upto 5k,19146,6,No,22,4,1,2,4,2,1,2,2,2,2.0,4775,0,18-25,0-2 Yrs,0,Junior Core,-1.6972,-0.0993
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171.0,Upto 5k,10022,0,Yes,19,3,1,1,4,3,4,3,2,0,2.0,4171,1,18-25,3-5 Yrs,0,Junior Core,-1.6946,0.0536
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451.0,Upto 5k,6881,1,No,15,3,1,1,4,3,2,4,3,1,1.0,2451,0,18-25,3-5 Yrs,0,Junior Core,-2.3092,0.3404
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853.0,Upto 5k,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0.0,2853,1,18-25,0-2 Yrs,0,Junior Core,-2.7981,-0.2404
22,No,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814.0,Upto 5k,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3.0,2814,0,18-25,3-5 Yrs,0,Junior Core,-2.0831,1.0304
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398.0,Upto 5k,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0.0,2398,1,18-25,0-2 Yrs,0,Junior Core,-2.779,-0.0414
22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,2472.0,Upto 5k,26092,1,Yes,23,4,1,0,1,2,3,1,0,0,0.0,2472,1,18-25,0-2 Yrs,0,Junior Core,-2.7717,-0.0639
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single,3375.0,Upto 5k,17624,0,No,12,3,4,0,4,2,4,3,2,1,2.0,3375,0,18-25,3-5 Yrs,0,Junior Core,-2.1896,0.2695
23,No,Travel_Rarely,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,2322.0,Upto 5k,9518,3,No,13,3,3,1,3,3,3,0,0,0,0.0,2322,0,18-25,0-2 Yrs,0,Junior Core,-2.6956,-0.3046
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904.0,Upto 5k,16092,1,No,12,3,3,2,4,2,2,4,2,0,2.0,2904,0,18-25,3-5 Yrs,0,Junior Core,-2.1275,0.7917
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819.0,Upto 5k,8544,2,No,16,3,1,1,5,3,4,3,2,0,2.0,2819,0,18-25,3-5 Yrs,0,Junior Core,-2.1485,0.2969
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500.0,Upto 5k,4344,1,No,14,3,4,1,5,2,4,4,3,0,2.0,2500,0,18-25,3-5 Yrs,0,Junior Core,-2.1153,0.4881
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505.0,Upto 5k,19630,1,No,18,3,4,0,2,3,3,2,2,0,2.0,3505,0,18-25,0-2 Yrs,0,Junior Core,-2.3202,0.3368
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601.0,Upto 5k,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0.0,1601,1,18-25,0-2 Yrs,0,Junior Core,-2.889,-0.1556
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223.0,Upto 5k,16901,1,No,22,4,4,1,1,2,3,1,0,0,1.0,1223,0,18-25,0-2 Yrs,0,Junior Core,-2.7747,0.0485
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,97,3,2,Laboratory Technician,3,Single,2272.0,Upto 5k,24812,0,No,14,3,2,0,5,2,3,4,3,1,2.0,2272,0,18-25,3-5 Yrs,0,Junior Core,-1.7227,0.4951
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073.0,Upto 5k,12826,2,No,16,3,4,1,4,2,3,2,2,2,2.0,2073,0,18-25,0-2 Yrs,0,Junior Core,-2.3477,0.3848
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989.0,Upto 5k,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2.0,3989,1,18-25,3-5 Yrs,0,Junior Core,-1.8976,0.4658
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,Upto 5k,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2.0,2275,1,18-25,3-5 Yrs,0,Junior Core,-2.3239,0.4175
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295.0,Upto 5k,12862,1,No,13,3,3,0,3,3,1,3,2,1,2.0,3295,0,18-25,3-5 Yrs,0,Junior Core,-2.2197,0.3041
23,No,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single,2647.0,Upto 5k,13672,1,No,13,3,3,0,5,6,4,5,2,1,4.0,2647,0,18-25,3-5 Yrs,0,Junior Core,-1.8528,0.9991
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1790.0,Upto 5k,26956,1,No,19,3,1,1,1,3,2,1,0,1,0.0,1790,1,18-25,0-2 Yrs,0,Junior Core,-2.8041,-0.0301
24,No,Non-Travel,673,Research & Development,11,2,Other,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011.0,Upto 5k,8232,0,No,18,3,4,1,5,5,2,4,2,1,3.0,4011,0,18-25,3-5 Yrs,0,Junior Core,-1.4182,0.3806
24,Yes,Travel_Rarely,813,Research & Development,1,3,Medical,2,Male,61,3,1,Research Scientist,4,Married,2293.0,Upto 5k,3020,2,Yes,16,3,1,1,6,2,2,2,0,2,0.0,2293,1,18-25,0-2 Yrs,0,Junior Core,-2.3526,-0.2515
24,No,Travel_Rarely,1353,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999.0,Upto 5k,17519,0,No,21,4,1,1,4,2,2,3,2,0,2.0,4999,0,18-25,3-5 Yrs,0,Junior Core,-1.5346,-0.078
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774.0,Upto 5k,13257,0,No,12,3,3,1,6,2,3,5,3,1,2.0,2774,0,18-25,3-5 Yrs,0,Junior Core,-1.9219,0.6587
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260.0,Upto 5k,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3.0,4260,0,18-25,3-5 Yrs,0,Junior Core,-1.3286,0.4298
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202.0,Upto 5k,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4.0,3202,1,18-25,3-5 Yrs,0,Junior Core,-1.7021,0.7076
24,No,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400.0,Upto 5k,5530,0,No,13,3,3,2,3,3,3,2,2,2,1.0,2400,0,18-25,0-2 Yrs,0,Junior Core,-2.4227,0.4046
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725.0,Upto 5k,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4.0,2725,0,18-25,6-10 Yrs,0,Junior Core,-1.679,1.2174
24,No,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127.0,Upto 5k,9100,1,No,21,4,4,1,1,2,3,1,0,0,0.0,2127,0,18-25,0-2 Yrs,0,Junior Core,-2.7291,0.0542
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886.0,Upto 5k,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2.0,2886,1,18-25,6-10 Yrs,0,Junior Core,-1.8502,0.5336
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577.0,Upto 5k,24785,9,No,14,3,1,0,4,3,3,2,2,2,0.0,4577,1,18-25,0-2 Yrs,0,Junior Core,-1.8243,-0.5186
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694.0,Upto 5k,26551,1,No,11,3,3,3,1,4,3,1,0,0,0.0,2694,0,18-25,0-2 Yrs,0,Junior Core,-2.6735,-0.1242
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,3162.0,Upto 5k,10778,0,No,17,3,4,0,6,2,2,5,2,3,4.0,3162,0,18-25,3-5 Yrs,0,Junior Core,-1.7051,0.7645
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377.0,Upto 5k,24117,1,No,15,3,2,2,5,6,3,4,2,3,2.0,4377,0,18-25,3-5 Yrs,0,Junior Core,-1.4692,0.2772
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,Upto 5k,6409,8,No,22,4,4,0,6,2,3,4,3,1,2.0,3597,0,18-25,3-5 Yrs,0,Junior Core,-1.899,0.6388
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210.0,Upto 5k,3372,1,No,13,3,1,1,1,3,1,1,0,0,0.0,2210,1,18-25,0-2 Yrs,0,Junior Core,-2.7205,0.0494
24,No,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,4162.0,Upto 5k,15211,1,Yes,12,3,3,2,5,3,3,5,4,0,3.0,4162,0,18-25,3-5 Yrs,0,Junior Core,-1.341,0.3262
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,2,Male,89,3,1,Laboratory Technician,1,Single,3172.0,Upto 5k,16998,2,Yes,11,3,3,0,4,2,2,0,0,0,0.0,3172,1,18-25,0-2 Yrs,0,Junior Core,-2.5078,-0.2854
24,No,Non-Travel,830,Sales,13,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,2033.0,Upto 5k,7103,1,No,13,3,3,1,1,2,3,1,0,0,0.0,2033,0,18-25,0-2 Yrs,0,Junior Core,-2.7403,-0.0132
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296.0,Upto 5k,10036,0,No,14,3,2,3,2,3,3,1,1,0,0.0,2296,0,18-25,0-2 Yrs,0,Junior Core,-2.6499,0.1
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760.0,Upto 5k,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3.0,3760,0,18-25,6-10 Yrs,0,Junior Core,-1.6708,0.5838
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401.0,Upto 5k,17616,1,No,16,3,4,1,5,1,3,5,3,0,4.0,4401,0,18-25,3-5 Yrs,0,Junior Core,-1.6355,0.8015
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555.0,Upto 5k,11585,1,No,11,3,3,1,1,2,3,1,0,0,0.0,1555,1,18-25,0-2 Yrs,0,Junior Core,-2.7863,0.1782
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,Upto 5k,3622,1,No,13,3,2,3,6,2,4,6,2,1,2.0,3907,0,18-25,6-10 Yrs,0,Junior Core,-1.7366,0.8754
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145.0,Upto 5k,2097,0,No,14,3,4,1,3,2,3,2,2,2,1.0,2145,0,18-25,0-2 Yrs,0,Junior Core,-2.4542,0.1644
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single,4617.0,Upto 5k,14120,1,No,12,3,2,0,4,2,2,4,3,1,2.0,4617,0,18-25,3-5 Yrs,0,Junior Core,-1.5105,-0.0107
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744.0,5k-10k,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3.0,5744,1,18-25,6-10 Yrs,0,Junior Core,-1.0155,0.2756
